epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,13.304145812988281,0.12807901203632355,43.92021942138672,0.3578812777996063,0.36402711272239685
1,10.324231147766113,0.10422209650278091,34.06669616699219,0.32283446192741394,0.32037174701690674
2,7.868707180023193,0.08825886249542236,25.93482780456543,0.29708394408226013,0.2865443825721741
3,6.116960048675537,0.07636654376983643,20.135311126708984,0.27634498476982117,0.25863415002822876
4,4.698514938354492,0.0695560947060585,15.429861068725586,0.26373490691185,0.2379073053598404
5,3.5377087593078613,0.06423256546258926,11.578253746032715,0.2534414529800415,0.2193189263343811
6,2.7904305458068848,0.060294259339571,9.100454330444336,0.24554888904094696,0.20951642096042633
7,2.2030982971191406,0.05849151313304901,7.148688793182373,0.24185018241405487,0.20036479830741882
8,1.774185299873352,0.05693870037794113,5.724155426025391,0.23861831426620483,0.1923476606607437
9,1.4689948558807373,0.055666033178567886,4.711095809936523,0.2359365075826645,0.18720033764839172
10,1.2510957717895508,0.054379262030124664,3.9890551567077637,0.23319362103939056,0.18202409148216248
11,1.0933548212051392,0.053562164306640625,3.465975284576416,0.23143501579761505,0.17480920255184174
12,0.9793457388877869,0.05277583375573158,3.0885660648345947,0.22972992062568665,0.16754457354545593
13,0.8971742987632751,0.0513644777238369,2.819365978240967,0.2266373336315155,0.16264474391937256
14,0.8323928713798523,0.05081672966480255,2.6052536964416504,0.22542566061019897,0.15481264889240265
15,0.7812427282333374,0.05003199353814125,2.437368869781494,0.223678320646286,0.14821618795394897
16,0.7459580302238464,0.04937759414315224,2.321934700012207,0.22221069037914276,0.14077429473400116
17,0.7140101194381714,0.048756927251815796,2.21751070022583,0.2208097130060196,0.134956955909729
18,0.68808513879776,0.04862538352608681,2.1315324306488037,0.22051164507865906,0.13006442785263062
19,0.6746214032173157,0.048553455621004105,2.086893081665039,0.22034849226474762,0.12654751539230347
