epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,23.39319610595703,0.11262162029743195,77.60191345214844,0.3355914354324341,0.3707321882247925
1,19.550384521484375,0.08710853010416031,64.8775863647461,0.2951415479183197,0.32673540711402893
2,16.27314567565918,0.06916280090808868,54.013275146484375,0.26298820972442627,0.29145076870918274
3,13.405789375305176,0.056975703686475754,44.49604415893555,0.23869584500789642,0.2637731432914734
4,11.120963096618652,0.048393383622169495,36.908565521240234,0.2199849635362625,0.24139514565467834
5,9.15131950378418,0.04229777678847313,30.363405227661133,0.2056642323732376,0.2236449271440506
6,7.566216468811035,0.03792601823806763,25.09429931640625,0.19474603235721588,0.20966948568820953
7,6.294501304626465,0.03498173877596855,20.86506462097168,0.18703405559062958,0.19918876886367798
8,5.226232051849365,0.032755494117736816,17.311588287353516,0.18098479509353638,0.1904430240392685
9,4.337984085083008,0.030871707946062088,14.357039451599121,0.17570346593856812,0.1827007234096527
10,3.6168198585510254,0.029345354065299034,11.958248138427734,0.171304851770401,0.17568713426589966
11,3.019474506378174,0.028074966743588448,9.971331596374512,0.16755586862564087,0.16937316954135895
12,2.5362331867218018,0.027048276737332344,8.363948822021484,0.164463609457016,0.1640685498714447
13,2.142188549041748,0.02620304375886917,7.053284645080566,0.16187354922294617,0.158926323056221
14,1.8021315336227417,0.025545647367835045,5.921952724456787,0.15983006358146667,0.15482483804225922
15,1.5347166061401367,0.0250244140625,5.032307147979736,0.15819106996059418,0.15101845562458038
16,1.3262443542480469,0.024570738896727562,4.338912010192871,0.15675055980682373,0.14771471917629242
17,1.156585693359375,0.02415895089507103,3.7747557163238525,0.15543149411678314,0.14445923268795013
18,1.0222957134246826,0.023899050429463387,3.327988624572754,0.15459318459033966,0.14134958386421204
19,0.9125926494598389,0.023611489683389664,2.963270425796509,0.15366031229496002,0.13885396718978882
