epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,24.069507598876953,0.05121181160211563,80.06098175048828,0.22630026936531067,0.2488306164741516
1,19.139339447021484,0.038249168545007706,63.67029571533203,0.19557394087314606,0.21064972877502441
2,15.197164535522461,0.03050932101905346,50.55551528930664,0.17466917634010315,0.1809649020433426
3,11.982829093933105,0.026300298050045967,39.85509490966797,0.16217367351055145,0.1598561555147171
4,9.543182373046875,0.024216676130890846,31.72988510131836,0.15561708807945251,0.14518171548843384
5,7.574705123901367,0.02327665314078331,25.17142677307129,0.15256687998771667,0.13526761531829834
6,6.064222812652588,0.02297995425760746,20.137475967407227,0.15159140527248383,0.12876228988170624
7,4.908390522003174,0.023002704605460167,16.284626007080078,0.15166643261909485,0.12458305805921555
8,3.991819381713867,0.02315670996904373,13.228875160217285,0.15217329561710358,0.12192687392234802
9,3.2627131938934326,0.023336855694651604,10.797920227050781,0.15276405215263367,0.12030286341905594
10,2.691810131072998,0.023497799411416054,8.894373893737793,0.15328991413116455,0.11931532621383667
11,2.238003730773926,0.023615851998329163,7.381292819976807,0.15367449820041656,0.11878395825624466
12,1.8832013607025146,0.02367500215768814,6.198421001434326,0.15386682748794556,0.11858244240283966
13,1.6027551889419556,0.023667773231863976,5.26362419128418,0.15384334325790405,0.11853091418743134
14,1.365090250968933,0.02362285740673542,4.4715576171875,0.15369729697704315,0.11879121512174606
15,1.1775811910629272,0.02354300022125244,3.8467938899993896,0.1534372866153717,0.11923728883266449
16,1.0289629697799683,0.023446099832654,3.3517227172851562,0.1531211882829666,0.11985374242067337
