epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,13.008312225341797,0.06613896042108536,43.14057540893555,0.2571749687194824,0.22472846508026123
1,9.768539428710938,0.05622486770153046,32.37438201904297,0.23711784183979034,0.18887585401535034
2,7.243985176086426,0.05089431256055832,23.97696876525879,0.22559767961502075,0.16282550990581512
3,5.5346150398254395,0.048615943640470505,18.286663055419922,0.2204902321100235,0.14521777629852295
4,4.206268310546875,0.04778633639216423,13.861605644226074,0.21860085427761078,0.13436895608901978
5,3.1671767234802246,0.04747912660241127,10.398991584777832,0.21789705753326416,0.12745341658592224
6,2.5113513469696045,0.047739122062921524,8.212040901184082,0.21849283576011658,0.12357600033283234
7,1.989212989807129,0.047946035861968994,6.470889568328857,0.2189658284187317,0.12103234976530075
8,1.601959466934204,0.048081591725349426,5.179592609405518,0.21927514672279358,0.11971139907836914
9,1.3161158561706543,0.04817032441496849,4.226484775543213,0.21947738528251648,0.11917806416749954
10,1.101138949394226,0.0480891689658165,3.5101656913757324,0.21929243206977844,0.11928608268499374
11,0.9422244429588318,0.04814346879720688,2.9802699089050293,0.21941620111465454,0.1198546513915062
12,0.8246632814407349,0.048017989844083786,2.588817596435547,0.21913006901741028,0.12073031067848206
13,0.7418972849845886,0.047830384224653244,2.31355619430542,0.2187015861272812,0.12187685817480087
