epoch,total_loss,task_loss,g_constraint,train_rmse,val_rmse
0,15.767088890075684,0.12939198315143585,52.12565612792969,0.3597109615802765,0.32587531208992004
1,11.77840805053711,0.12843772768974304,38.83323287963867,0.35838210582733154,0.3271026313304901
2,8.948847770690918,0.12728282809257507,29.405214309692383,0.3567671775817871,0.3236478567123413
3,6.772741317749023,0.1263282150030136,22.15471076965332,0.3554268181324005,0.3224574327468872
4,5.155924320220947,0.12530091404914856,16.76874351501465,0.35397869348526,0.3223174214363098
5,3.989223003387451,0.12434827536344528,12.882915496826172,0.35263049602508545,0.32269084453582764
6,3.1201369762420654,0.12343920022249222,9.988991737365723,0.3513391613960266,0.3220636248588562
7,2.4762794971466064,0.12227935343980789,7.84666633605957,0.3496846556663513,0.3209577798843384
8,1.9927853345870972,0.12120508402585983,6.238600730895996,0.3481452167034149,0.3193017542362213
9,1.6377108097076416,0.12008025497198105,5.058768272399902,0.34652596712112427,0.3179779052734375
10,1.3695381879806519,0.11889886856079102,4.168797492980957,0.3448171615600586,0.31634360551834106
11,1.1700531244277954,0.11766717582941055,3.507952928543091,0.3430264890193939,0.315879762172699
12,1.01631498336792,0.11609664559364319,3.000727653503418,0.34072956442832947,0.3146103620529175
13,0.9041866064071655,0.11525359749794006,2.6297767162323,0.33949020504951477,0.3131321370601654
14,0.8187001347541809,0.11353040486574173,2.3505656719207764,0.33694273233413696,0.3127637207508087
15,0.7499560117721558,0.11234939098358154,2.1253552436828613,0.33518561720848083,0.31013792753219604
16,0.6951383352279663,0.11126215010881424,1.9462538957595825,0.3335598111152649,0.3086366653442383
17,0.64987713098526,0.10969413071870804,1.8006099462509155,0.33120104670524597,0.3083493411540985
18,0.6185318827629089,0.10847728699445724,1.7001818418502808,0.32935890555381775,0.3074500560760498
19,0.5874201059341431,0.10793700814247131,1.5982768535614014,0.3285376727581024,0.3057951033115387
